# stamp x y z yaw
9.022000 20.586344 5.409554 -0.001542 1.154979
9.042000 20.595390 5.463964 -0.001542 1.172481
9.062000 20.603769 5.518197 -0.001540 1.190471
9.082000 20.612119 5.572167 -0.001527 1.209664
9.102000 20.620089 5.626117 -0.001467 1.229043
9.122000 20.626766 5.680227 -0.001398 1.247217
9.142000 20.632471 5.734503 -0.001390 1.264900
9.162000 20.637083 5.788795 -0.001455 1.282441
9.182000 20.640345 5.842956 -0.001520 1.299818
9.202000 20.642431 5.896949 -0.001542 1.317159
9.222000 20.643361 5.950759 -0.001545 1.334524
9.242000 20.643139 6.004398 -0.001544 1.351800
9.262000 20.641864 6.057886 -0.001542 1.368921
9.282000 20.639549 6.111217 -0.001541 1.385885
9.302000 20.636197 6.164384 -0.001540 1.402685
9.322000 20.631575 6.217384 -0.001539 1.419061
9.342000 20.625947 6.270213 -0.001537 1.435331
9.362000 20.619216 6.322970 -0.001535 1.451273
9.382000 20.611393 6.375611 -0.001534 1.467002
9.402000 20.602619 6.428079 -0.001533 1.482692
9.422000 20.592985 6.481376 -0.001520 1.497910
9.442000 20.582123 6.535383 -0.001511 1.513618
9.462000 20.570864 6.589731 -0.001516 1.528165
9.482000 20.562499 6.644019 -0.001567 1.538879
9.502000 20.556805 6.698317 -0.001545 1.546627
9.522000 20.553565 6.752404 -0.001515 1.551278
9.542000 20.552893 6.806288 -0.001493 1.553001
9.562000 20.553347 6.859752 -0.001467 1.554080
9.582000 20.550141 6.912661 -0.001482 1.558332
9.602000 20.544305 6.965833 -0.001406 1.565038
9.622000 20.536146 7.019843 -0.001329 1.573781
9.642000 20.525988 7.074554 -0.001319 1.584045
9.662000 20.515269 7.129612 -0.001473 1.594170
9.682000 20.507197 7.185104 -0.001554 1.601330
9.702000 20.500695 7.240767 -0.001555 1.606511
9.722000 20.495250 7.296390 -0.001606 1.610069
9.742000 20.489789 7.351804 -0.001638 1.613481
9.762000 20.483794 7.407183 -0.001650 1.617129
9.782000 20.478656 7.462626 -0.001654 1.619886
9.802000 20.473619 7.518048 -0.001655 1.622328
9.822000 20.468503 7.573450 -0.001656 1.624627
9.842000 20.463492 7.628847 -0.001656 1.626750
9.862000 20.458497 7.684241 -0.001657 1.628709
9.882000 20.453616 7.739643 -0.001656 1.630462
9.902000 20.448716 7.795036 -0.001657 1.632121
9.922000 20.443748 7.850420 -0.001657 1.633748
9.942000 20.438721 7.905786 -0.001657 1.635350
9.962000 20.433624 7.961149 -0.001657 1.636924
9.982000 20.428541 8.016522 -0.001657 1.638408
10.002000 20.423378 8.071879 -0.001657 1.639879
10.022000 20.418148 8.127234 -0.001657 1.641331
10.042000 20.412900 8.182589 -0.001657 1.642729
10.062000 20.406733 8.237539 -0.001644 1.645206
10.082000 20.398189 8.291761 -0.001521 1.650130
10.102000 20.387844 8.345457 -0.001480 1.657055
10.122000 20.375517 8.398819 -0.001399 1.665252
10.142000 20.361386 8.451888 -0.001364 1.674720
10.162000 20.345532 8.504799 -0.001426 1.685428
10.182000 20.327345 8.557588 -0.001437 1.697978
10.202000 20.306518 8.609826 -0.001384 1.712166
10.222000 20.286244 8.662691 -0.001500 1.724775
10.242000 20.268110 8.716596 -0.001560 1.735006
10.262000 20.251563 8.770443 -0.001604 1.742712
10.282000 20.237325 8.823934 -0.001600 1.746048
10.302000 20.225525 8.877136 -0.001563 1.746122
10.322000 20.216817 8.929975 -0.001533 1.743835
10.342000 20.210998 8.982501 -0.001504 1.738989
10.362000 20.206478 9.034632 -0.001487 1.734205
10.382000 20.198642 9.086206 -0.001491 1.733238
10.402000 20.188223 9.138438 -0.001413 1.735047
10.422000 20.177211 9.189759 -0.001421 1.738981
10.442000 20.165743 9.239797 -0.001704 1.744813
10.462000 20.153906 9.287912 -0.001812 1.753080
10.482000 20.141745 9.333901 -0.001886 1.764011
10.502000 20.129347 9.377544 -0.001985 1.777893
10.522000 20.117306 9.419283 -0.002073 1.794773
10.542000 20.106795 9.460179 -0.002304 1.813829
10.562000 20.097509 9.500161 -0.002593 1.834736
10.582000 20.088398 9.539167 -0.002812 1.856344
10.602000 20.079072 9.577064 -0.002921 1.878327
10.622000 20.069776 9.613657 -0.003001 1.901201
10.642000 20.060456 9.648849 -0.003055 1.924926
10.662000 20.051228 9.682623 -0.002974 1.949442
10.682000 20.042092 9.715133 -0.002839 1.974766
10.702000 20.033355 9.746671 -0.002391 2.000656
10.722000 20.024958 9.778046 -0.001927 2.027137
10.742000 20.016784 9.809474 -0.001761 2.054435
10.762000 20.008887 9.840826 -0.001765 2.082467
10.782000 20.001402 9.872017 -0.001727 2.111150
10.802000 19.994286 9.903114 -0.001654 2.140515
10.822000 19.987125 9.934179 -0.001542 2.170020
10.842000 19.979963 9.965288 -0.001488 2.200020
10.862000 19.972352 9.996333 -0.001504 2.230075
