# stamp x y z yaw linear_v angular_v
7.076000 17.317360 0.010754 -0.001648 0.000303 2.775981 -0.136697
7.096000 17.372868 0.007985 -0.001652 -0.002281 2.775645 -0.115706
7.116000 17.428317 0.004899 -0.001655 -0.005452 2.771143 -0.209300
7.136000 17.483651 -0.000180 -0.001654 -0.010435 2.766512 -0.275907
7.156000 17.539003 -0.005430 -0.001656 -0.015063 2.761818 -0.196122
7.176000 17.593910 -0.007308 -0.001562 -0.015725 2.746933 -0.041121
7.196000 17.648683 -0.006308 -0.001444 -0.013767 2.735320 0.103674
7.216000 17.703479 -0.002685 -0.001385 -0.009267 2.726033 0.244444
7.236000 17.758586 0.003345 -0.001331 -0.002595 2.757585 0.363277
7.256000 17.813755 0.010802 -0.001325 0.005136 2.749283 0.389548
7.276000 17.868470 0.015901 -0.001480 0.009594 2.737184 0.217083
7.296000 17.923061 0.018191 -0.001516 0.011091 2.729414 0.077972
7.316000 17.977806 0.017648 -0.001411 0.010006 2.737023 -0.082382
7.336000 18.033103 0.014997 -0.001295 0.006840 2.775861 -0.182408
7.356000 18.088530 0.011403 -0.001388 0.003031 2.766749 -0.181548
7.376000 18.143948 0.009486 -0.001546 0.001114 2.774457 -0.036729
7.396000 18.199474 0.009428 -0.001617 0.000670 2.774417 -0.017444
7.416000 18.254984 0.008706 -0.001644 -0.000475 2.776097 -0.109328
7.436000 18.310497 0.006411 -0.001652 -0.002667 2.775698 -0.119414
7.456000 18.366007 0.004079 -0.001655 -0.004810 2.773890 -0.126973
7.476000 18.421432 0.000389 -0.001656 -0.008420 2.768033 -0.206987
7.496000 18.476832 -0.003933 -0.001656 -0.012308 2.769336 -0.172935
7.516000 18.531950 -0.006399 -0.001630 -0.013684 2.750706 -0.046412
7.536000 18.586765 -0.005364 -0.001466 -0.011795 2.738778 0.098576
7.556000 18.641629 -0.001722 -0.001374 -0.007374 2.726466 0.242165
7.576000 18.696547 0.004478 -0.001348 -0.000621 2.750544 0.361970
